valor,area_primer_piso,existe_segundo_piso,area_patio,dist_metro,dist_parque
103009.25925925926,80.27,0,24.08,6.822,8.628
146296.2962962963,107.67,0,29.29,4.496,8.757
251851.85185185182,148.74,0,44.06,0.557,2.472
291666.6666666666,170.76,0,51.23,0.446,11.868
229629.6296296296,92.62,1,27.01,0.982,2.372
197453.70370370368,156.08,0,45.99,1.108,2.839
123148.14814814815,71.26,0,20.15,1.026,12.151
166356.48148148146,61.69,1,18.23,1.312,11.133
212037.03703703702,127.93,1,33.56,1.677,12.986
194444.44444444444,85.01,1,29.68,2.937,5.085
119907.4074074074,71.35,0,21.4,3.793,9.562
115740.74074074073,76.64,0,22.99,4.43,10.045
243518.5185185185,84.73,1,25.42,1.076,11.509
129629.62962962962,99.31,0,29.79,2.536,3.543
104166.66666666666,86.21,0,25.86,4.254,1.702
236574.07407407407,159.51,0,47.63,0.551,11.647
100000.0,104.61,0,0.0,7.317,10.122
262962.9629629629,93.46,1,27.82,1.85,10.005
104629.62962962962,97.36,0,27.68,4.201,14.436
130555.55555555555,101.45,0,30.44,3.242,8.565
100000.0,83.33,1,17.75,7.952,8.672
162037.03703703702,67.73,1,20.32,1.783,11.647
216666.66666666666,144.65,0,38.29,1.347,11.406
112499.99999999999,129.32,0,38.8,3.857,7.997
157407.4074074074,129.04,0,38.71,3.741,1.726
100000.0,92.53,0,27.76,4.012,14.784
171296.2962962963,108.05,1,32.41,2.012,11.196
248148.14814814815,108.32,1,30.52,1.85,7.691
118518.51851851851,78.13,1,22.46,2.733,10.345
300925.9259259259,105.35,1,31.27,0.232,4.516
198148.14814814815,142.61,0,42.28,1.961,4.259
293148.14814814815,138.98,1,41.69,0.818,1.545
125888.88888888888,87.61,0,26.28,4.657,6.558
132037.03703703702,160.54,0,48.16,4.415,8.922
111111.11111111111,80.27,0,24.08,2.153,2.425
207870.37037037036,78.6,1,23.58,1.734,3.592
157407.4074074074,71.91,1,10.7,1.965,6.441
128703.7037037037,53.51,1,10.37,3.54,1.004
109722.22222222222,77.3,1,23.19,4.616,12.334
134259.25925925924,81.48,1,24.0,1.538,3.261
152314.8148148148,122.63,0,32.44,3.967,13.692
135185.18518518517,65.31,1,19.2,1.436,8.982
121759.25925925926,97.55,1,29.26,4.462,5.351
168425.92592592593,132.76,0,31.88,1.903,2.0
234530.55555555553,189.71,0,56.91,0.926,9.819
109722.22222222222,75.81,0,22.74,2.746,1.825
300925.9259259259,141.31,1,34.48,0.109,13.0
123148.14814814815,91.88,1,24.64,7.645,14.97
342500.0,188.41,0,52.06,0.622,12.603
120370.37037037036,77.85,0,22.74,2.197,2.565
126851.85185185184,79.9,0,23.41,4.221,9.176
132407.4074074074,136.85,0,40.05,3.758,9.662
73611.11111111111,72.37,0,20.68,3.057,2.617
172129.6296296296,71.54,1,21.46,1.851,13.27
418472.2222222222,160.54,1,47.99,0.118,2.377
127777.77777777777,75.81,0,22.74,3.424,13.538
129629.62962962962,78.78,0,23.63,2.697,14.665
101851.85185185184,85.84,0,25.75,3.681,9.16
295370.37037037034,169.64,0,50.56,0.94,5.634
106022.22222222222,63.55,1,19.06,2.552,1.733
179815.74074074073,130.25,0,35.06,1.276,5.818
201388.88888888888,153.01,0,39.86,3.02,1.502
139814.8148148148,66.52,1,19.96,2.922,10.486
254629.6296296296,98.29,1,29.49,0.543,9.328
130555.55555555555,72.46,1,21.74,2.58,11.236
203703.70370370368,86.12,1,25.31,0.744,13.173
139814.8148148148,55.74,1,16.72,1.758,5.412
204629.6296296296,138.8,0,41.64,1.691,11.499
189814.8148148148,110.18,1,21.4,1.646,11.352
140740.74074074073,96.62,0,28.99,3.982,8.817
208333.3333333333,103.31,1,24.97,4.586,1.876
332500.0,180.23,1,26.9,0.547,13.108
109722.22222222222,95.6,0,28.68,5.665,11.101
289814.8148148148,137.12,1,40.13,0.408,1.465
137037.03703703702,95.88,0,28.76,1.959,12.935
242129.6296296296,120.68,1,36.2,0.791,2.625
136111.1111111111,104.05,0,31.22,3.947,10.068
69907.4074074074,58.53,0,17.56,6.593,10.316
127314.8148148148,97.92,0,26.09,2.138,11.432
169629.6296296296,74.97,1,21.82,2.619,8.415
97685.18518518518,77.3,0,23.19,1.996,13.675
291493.5185185185,169.83,0,50.78,0.411,11.805
282407.4074074074,137.68,1,41.3,0.635,12.553
62037.03703703704,80.27,0,24.08,8.503,10.074
222222.22222222222,143.81,1,42.42,1.681,11.26
124999.99999999999,91.04,0,27.31,3.385,8.125
156018.5185185185,70.23,1,21.07,1.679,3.314
152916.66666666666,94.02,1,20.4,2.304,12.198
148148.14814814815,103.68,0,31.1,2.643,1.667
129537.03703703702,132.11,0,27.26,3.37,3.358
141666.66666666666,141.21,0,32.22,1.825,8.994
124999.99999999999,96.62,1,28.99,3.968,6.144
156018.5185185185,125.42,0,34.78,2.587,11.777
114814.8148148148,101.17,1,17.73,4.953,12.901
193981.48148148146,144.37,0,43.31,0.762,7.882
76388.88888888889,131.09,0,38.63,1.283,3.644
129074.07407407406,98.11,0,29.43,3.201,12.8
133333.3333333333,98.11,0,29.43,1.791,6.051
185185.18518518517,133.78,1,40.13,1.841,11.434
55555.555555555555,74.32,0,7.36,10.359,11.299
86111.11111111111,75.34,1,22.6,3.028,7.297
78703.7037037037,73.95,0,22.19,4.068,10.23
244963.88888888888,145.58,0,42.36,0.637,14.505
253703.70370370368,141.03,0,42.31,0.987,1.511
209259.25925925924,98.2,1,29.46,1.553,12.562
319444.44444444444,185.81,1,54.4,0.849,3.208
140740.74074074073,72.46,1,21.74,3.253,2.144
343405.55555555556,164.07,0,49.22,0.461,7.218
132638.88888888888,91.14,0,27.34,2.236,6.948
91018.51851851851,97.36,0,0.0,4.745,9.247
143518.5185185185,101.64,0,30.49,2.361,10.467
143518.5185185185,97.64,1,21.07,2.204,1.678
78240.74074074073,58.53,0,17.56,6.321,1.925
190694.44444444444,76.37,1,22.66,1.184,6.193
100000.0,70.14,1,21.04,5.154,12.569
176851.85185185185,84.45,1,24.53,1.941,14.553
124999.99999999999,70.23,1,21.07,2.217,8.565
324074.07407407404,196.3,0,58.78,0.911,14.857
81481.48148148147,48.77,1,14.63,2.101,3.946
134722.22222222222,97.83,0,29.35,3.148,10.594
137962.96296296295,79.06,1,21.63,1.629,8.287
90277.77777777777,84.73,1,25.42,1.58,12.989
154629.6296296296,138.05,0,41.42,3.298,3.67
183240.74074074073,106.1,1,22.1,1.563,9.463
372222.2222222222,156.63,1,45.4,0.652,13.453
101851.85185185184,129.32,0,38.8,2.991,7.912
127314.8148148148,109.72,0,31.72,5.355,8.24
391666.6666666666,194.82,0,57.89,0.882,2.918
213425.9259259259,135.08,1,39.19,0.803,4.628
119444.44444444444,136.1,1,28.46,2.686,5.937
179166.66666666666,155.98,0,39.24,1.839,13.354
155555.55555555553,133.5,0,33.11,4.045,2.118
127314.8148148148,109.63,0,19.51,6.352,1.516
160648.14814814815,68.56,1,20.57,2.164,10.285
95925.92592592591,64.75,1,18.73,2.79,13.445
152777.77777777778,112.23,0,33.67,2.985,13.694
238425.9259259259,170.85,0,41.17,1.958,8.975
129629.62962962962,105.54,0,31.66,2.432,4.894
137500.0,79.43,1,23.83,2.414,10.274
80555.55555555555,101.73,1,30.52,7.22,7.223
101388.88888888888,73.58,0,21.4,4.895,9.792
344907.40740740736,190.08,0,57.02,0.604,3.761
118981.48148148147,91.79,0,27.54,3.422,1.894
132407.4074074074,85.75,0,25.72,2.491,13.738
147624.07407407407,78.78,1,22.1,3.314,12.798
160185.18518518517,119.94,0,35.98,1.761,3.107
263888.8888888889,154.96,0,45.32,0.223,2.494
204629.6296296296,111.02,1,33.31,1.003,12.594
192129.6296296296,110.55,1,33.17,1.451,10.92
210995.37037037036,81.2,1,24.36,1.594,7.281
137777.77777777778,51.19,1,15.36,1.291,12.879
362962.9629629629,131.83,0,39.55,0.616,12.439
180277.77777777775,126.53,0,37.96,2.56,12.529
130555.55555555555,78.78,0,23.63,2.554,13.796
699074.074074074,227.05,1,68.12,0.145,12.329
310185.18518518517,115.01,1,33.72,1.687,1.028
100444.44444444444,99.68,0,29.91,4.848,9.96
131018.51851851851,99.13,1,25.84,4.576,2.321
162962.96296296295,105.63,0,30.99,2.438,13.524
82407.4074074074,57.23,0,17.17,4.322,12.53
114351.85185185184,106.65,0,27.31,4.867,9.49
128240.74074074073,83.06,0,24.92,3.85,0.144
181481.48148148146,129.23,0,38.77,1.545,10.622
289351.85185185185,167.23,0,50.17,0.824,5.151
129629.62962962962,108.14,0,32.44,1.908,10.647
335110.18518518517,117.43,1,34.39,0.913,14.466
129629.62962962962,95.88,1,10.03,3.143,10.076
197222.22222222222,137.87,0,41.05,1.166,6.466
50925.92592592592,34.56,1,0.0,5.923,12.284
279629.6296296296,169.46,0,45.79,1.749,3.518
235185.18518518517,123.0,0,36.9,0.785,5.921
166240.74074074073,67.63,1,20.29,1.289,12.44
101759.25925925926,83.98,0,24.41,3.249,9.001
48148.148148148146,67.73,0,7.53,9.377,4.675
95162.96296296296,79.8,1,23.94,7.099,6.609
175000.0,114.08,0,34.23,0.971,6.104
119444.44444444444,89.19,0,26.76,6.501,2.264
120833.33333333333,67.35,1,20.21,2.241,0.199
152777.77777777778,125.42,0,29.65,1.621,4.473
147685.18518518517,146.42,1,20.01,1.04,5.519
145370.37037037036,109.44,0,32.78,3.864,13.468
315740.74074074073,123.1,1,36.54,1.322,7.825
118981.48148148147,90.21,0,27.06,3.501,10.045
254629.6296296296,161.84,0,48.55,0.546,13.144
132407.4074074074,78.78,0,23.63,2.943,2.41
115277.77777777777,80.27,0,24.08,7.508,3.485
124999.99999999999,92.62,1,26.23,6.726,2.987
296296.2962962963,157.75,0,47.32,0.485,3.477
111574.07407407407,80.27,0,24.08,7.999,1.877
205555.55555555553,156.08,0,24.53,2.508,4.314
180092.59259259258,114.46,0,34.34,1.27,13.827
101851.85185185184,165.0,0,44.15,3.08,13.592
95370.37037037036,78.78,0,21.74,7.269,10.608
218981.48148148146,150.13,0,44.45,0.735,8.22
173611.1111111111,106.47,0,24.19,1.652,11.446
206018.5185185185,107.12,1,32.14,1.916,14.385
121666.66666666666,106.28,0,24.08,3.363,10.565
100000.0,88.07,0,26.42,4.171,11.228
150925.92592592593,81.75,1,24.53,1.635,2.779
86574.07407407407,96.62,0,0.0,8.983,6.336
222129.6296296296,83.71,1,24.89,0.546,8.365
165740.74074074073,111.48,0,33.45,3.696,9.783
175925.92592592593,80.27,1,24.08,1.333,3.9
122222.22222222222,71.35,1,7.36,4.34,6.759
131481.48148148146,84.73,0,25.42,2.787,10.334
165740.74074074073,125.33,0,37.6,1.33,6.07
162037.03703703702,136.01,0,14.49,4.387,12.256
166666.66666666666,124.21,0,37.26,0.644,4.359
277592.5925925926,109.16,1,31.83,0.973,5.608
218518.5185185185,91.04,1,26.53,1.814,9.425
246276.85185185182,122.63,1,34.56,1.55,3.66
241111.1111111111,159.79,0,47.94,1.455,13.345
90740.74074074073,101.08,1,0.0,5.944,5.544
89351.85185185184,73.58,1,16.05,5.97,5.219
150000.0,61.32,1,18.39,1.97,1.979
200925.92592592593,138.8,0,41.22,2.106,7.354
255092.59259259258,96.43,1,28.71,0.757,7.292
144444.44444444444,95.32,0,28.6,2.982,6.668
159722.22222222222,68.93,1,20.32,2.486,6.809
196296.2962962963,80.45,1,24.14,0.771,3.722
147129.6296296296,62.43,1,18.73,2.12,1.911
166111.1111111111,70.33,1,20.74,1.188,13.112
268518.5185185185,123.38,1,36.73,0.681,12.689
118055.55555555555,80.27,0,24.08,2.635,11.414
92592.59259259258,120.87,0,31.91,4.251,10.971
199259.25925925924,70.98,1,21.07,1.76,14.485
312037.037037037,117.8,1,34.89,0.602,2.817
249999.99999999997,138.8,0,41.64,0.775,1.719
244566.66666666666,139.91,0,41.75,0.478,13.981
181944.44444444444,91.04,1,27.31,1.438,8.602
148148.14814814815,91.32,1,27.4,2.547,8.578
200775.0,170.57,0,51.84,1.121,8.231
498148.1481481481,157.01,1,45.99,0.987,11.037
124907.4074074074,79.71,0,23.91,4.218,10.282
94444.44444444444,113.34,0,23.3,5.718,11.381
99074.07407407407,103.77,0,28.68,1.738,8.192
106018.51851851851,84.73,0,25.42,4.102,11.576
365740.74074074073,183.3,0,53.93,0.776,10.289
150000.0,111.86,0,33.56,1.64,12.647
205092.59259259258,149.95,0,44.98,1.992,11.843
131944.44444444444,83.06,0,24.08,4.826,2.79
133333.3333333333,187.66,0,0.0,3.923,10.889
124999.99999999999,93.27,0,27.17,1.676,10.403
162962.96296296295,116.41,0,34.48,1.832,11.008
162870.37037037036,75.25,1,21.21,2.248,7.214
173240.74074074073,132.85,0,39.38,1.717,9.304
153240.74074074073,103.12,0,30.57,4.018,13.391
118518.51851851851,68.93,1,20.68,1.91,4.089
149537.03703703702,124.68,0,38.24,2.752,10.537
128703.7037037037,89.74,1,19.12,4.96,12.911
215740.74074074073,88.82,1,26.64,1.244,3.068
99907.4074074074,83.71,0,25.11,6.654,9.381
173611.1111111111,90.67,1,23.19,2.075,9.181
148333.3333333333,106.37,0,31.91,1.922,14.81
135925.92592592593,98.66,0,28.68,2.262,8.414
249805.55555555553,104.7,1,31.13,1.879,4.32
208333.3333333333,138.98,0,41.69,0.932,2.459
180092.59259259258,100.89,1,19.84,1.276,9.353
158333.3333333333,82.5,1,18.12,2.685,2.999
132870.37037037036,119.38,0,18.39,2.122,2.86
101851.85185185184,71.81,0,21.54,4.868,7.507
449074.07407407404,182.65,1,53.68,0.352,12.363
162037.03703703702,91.14,1,20.37,4.641,10.584
185185.18518518517,57.23,1,17.17,1.924,10.542
101759.25925925926,111.11,0,33.33,5.896,1.715
175000.0,67.63,1,20.29,1.587,14.502
539752.7777777778,161.09,1,48.33,0.5,12.205
109259.25925925926,104.79,0,26.09,3.979,8.372
210814.8148148148,132.67,0,39.49,1.149,2.057
125462.96296296295,91.04,0,27.31,4.077,14.268
206944.44444444444,99.59,1,36.9,3.69,9.463
148101.85185185185,100.89,0,28.54,4.104,10.92
98148.14814814815,99.87,1,23.66,4.087,10.334
167592.59259259258,121.61,0,28.99,2.183,8.793
133796.2962962963,78.78,0,23.63,1.983,6.748
51845.370370370365,96.99,0,15.05,3.377,11.688
146203.7037037037,133.97,0,40.19,2.546,2.253
107407.4074074074,63.73,1,19.12,4.144,4.822
208240.74074074073,154.31,0,45.96,1.234,8.872
126851.85185185184,93.65,0,28.09,4.551,7.421
250925.9259259259,156.91,0,43.7,0.522,8.046
143518.5185185185,97.73,0,28.15,2.617,8.902
207407.4074074074,126.16,0,37.85,1.705,2.52
169444.44444444444,74.14,1,22.24,1.811,3.376
86111.11111111111,86.96,0,26.09,6.158,1.064
208333.3333333333,78.69,1,23.61,1.664,10.322
129166.66666666666,87.7,1,21.68,2.731,9.984
215370.37037037036,138.33,0,41.5,0.99,1.274
356481.48148148146,193.61,0,57.92,0.15,1.193
101388.88888888888,72.84,0,21.85,3.074,5.58
175000.0,133.22,0,40.52,1.502,12.118
171296.2962962963,107.77,1,28.23,4.18,11.423
136481.48148148146,48.31,1,16.72,1.87,3.581
153703.7037037037,129.32,0,38.8,2.811,7.389
139814.8148148148,48.31,1,16.72,1.44,9.136
219444.44444444444,87.42,1,26.23,1.526,12.101
154629.6296296296,140.84,0,42.25,2.185,3.595
129583.33333333333,106.28,0,31.88,4.445,3.881
118518.51851851851,99.13,0,29.74,6.23,11.773
142129.6296296296,144.84,0,43.45,4.31,10.727
92592.59259259258,44.87,1,13.46,1.732,5.263
133333.3333333333,102.1,0,30.63,3.939,4.442
120833.33333333333,71.35,1,21.4,4.938,7.254
129629.62962962962,75.25,1,18.73,2.008,1.488
145833.3333333333,89.0,1,18.12,4.385,9.735
161944.44444444444,108.23,0,31.41,2.475,12.026
130555.55555555555,167.23,0,50.17,4.704,12.641
142500.0,81.38,1,24.41,4.705,14.643
158333.3333333333,158.03,0,38.74,4.719,0.185
197222.22222222222,93.46,1,20.62,1.38,1.766
123611.11111111111,80.27,0,24.08,3.633,11.618
222222.22222222222,121.42,1,25.28,2.578,11.905
173148.14814814815,101.64,1,14.72,2.639,11.19
121759.25925925926,78.78,0,23.63,2.809,4.17
199074.07407407407,135.27,0,35.48,0.518,7.718
151851.85185185185,85.28,1,25.59,1.068,14.311
146296.2962962963,134.24,0,31.41,2.447,9.459
157407.4074074074,165.27,0,49.14,4.842,14.455
117592.59259259258,96.62,0,28.99,4.995,12.441
136111.1111111111,95.32,0,26.2,2.62,9.385
161111.1111111111,65.22,1,19.57,2.151,12.486
140740.74074074073,127.28,0,30.38,1.098,7.595
231481.48148148146,140.47,1,29.38,2.451,0.57
175879.6296296296,84.73,1,25.42,1.873,8.7
121759.25925925926,96.53,0,28.96,3.887,3.791
140740.74074074073,101.91,0,28.99,2.541,5.297
122685.18518518518,106.65,0,32.0,4.807,2.212
232018.5185185185,127.46,0,38.24,1.046,8.348
137500.0,93.09,0,27.93,4.592,11.823
230462.96296296295,152.92,0,45.65,0.647,14.983
119444.44444444444,104.05,0,28.99,6.125,11.516
156481.48148148146,143.72,1,0.0,3.291,11.432
218518.5185185185,98.66,1,29.26,1.531,11.672
101388.88888888888,83.06,0,24.92,4.132,1.232
185648.14814814815,74.69,1,22.41,2.689,9.602
107407.4074074074,84.54,0,2.93,3.34,13.769
123148.14814814815,96.25,0,23.19,3.158,10.223
61574.07407407407,62.8,1,18.84,4.742,13.159
280997.2222222222,110.0,1,33.0,0.81,11.223
122453.7037037037,96.62,0,29.65,5.722,13.343
324074.07407407404,135.82,1,40.75,0.474,6.932
137037.03703703702,107.3,0,30.91,3.286,4.168
126388.88888888888,80.27,0,24.08,3.922,5.871
145370.37037037036,101.26,0,30.38,3.508,11.189
173611.1111111111,110.28,1,32.22,1.255,3.862
164814.8148148148,75.07,1,22.52,1.514,3.956
109722.22222222222,88.63,1,22.16,7.414,14.463
92592.59259259258,82.87,0,24.86,4.802,1.621
304537.037037037,158.77,0,47.32,0.403,2.433
134259.25925925924,159.05,0,45.32,3.316,12.267
125462.96296296295,81.01,1,22.74,3.883,10.253
248148.14814814815,205.97,0,61.79,0.673,13.321
138425.92592592593,139.82,0,41.95,2.381,11.857
113796.29629629629,62.43,1,18.73,4.278,12.544
159722.22222222222,85.28,1,25.59,2.136,11.297
143055.55555555553,99.22,0,29.52,1.875,4.775
152777.77777777778,128.48,0,38.55,4.691,1.672
110053.7037037037,142.61,0,0.0,3.398,1.739
129629.62962962962,91.32,1,21.74,2.077,11.736
98611.11111111111,88.35,0,26.51,6.45,3.896
132363.88888888888,104.05,1,0.0,3.474,11.305
566349.074074074,219.62,0,64.94,0.372,7.407
124999.99999999999,114.83,0,25.42,4.15,11.32
101851.85185185184,79.71,0,23.91,7.978,6.677
141666.66666666666,121.33,0,27.65,3.59,1.333
166666.66666666666,74.97,1,21.82,1.978,5.25
222222.22222222222,155.15,0,46.54,1.658,4.577
116203.7037037037,83.8,0,24.41,3.549,14.974
118518.51851851851,98.76,0,29.43,4.132,1.634
236111.1111111111,151.99,0,45.23,0.843,11.791
231481.48148148146,94.76,1,28.34,1.745,2.877
121296.29629629629,83.8,0,24.08,3.098,5.63
161111.1111111111,68.93,1,20.68,2.41,10.928
142870.37037037036,102.66,1,30.8,3.993,11.121
132870.37037037036,117.8,0,35.34,4.808,1.449
81481.48148148147,94.3,0,21.4,3.572,4.971
134259.25925925924,93.0,1,27.9,4.598,5.169
160863.88888888888,56.86,1,17.06,2.411,10.033
69444.44444444444,50.73,1,15.22,6.057,8.172
32695.37037037037,44.59,0,13.38,11.273,7.389
124999.99999999999,114.18,0,31.61,6.863,1.19
220370.37037037036,84.73,1,30.77,1.678,7.161
163425.92592592593,131.36,0,33.0,2.581,7.461
186111.1111111111,86.96,1,25.86,2.489,2.995
135092.59259259258,118.17,1,35.45,4.677,11.127
157398.14814814815,122.26,0,36.68,2.442,1.716
178703.70370370368,150.22,0,44.7,2.855,6.356
192129.6296296296,156.63,0,46.99,2.47,2.78
162037.03703703702,104.61,0,31.38,3.618,6.016
263888.8888888889,114.64,1,32.92,0.72,2.227
162962.96296296295,102.01,1,23.19,1.58,11.131
218981.48148148146,166.11,0,48.86,0.866,9.385
205555.55555555553,92.25,1,26.87,1.09,14.181
186111.1111111111,136.2,0,40.86,0.648,5.311
108796.29629629629,85.94,0,25.78,4.495,2.609
296296.2962962963,176.98,0,53.09,0.253,3.809
175925.92592592593,139.35,0,41.81,1.132,11.316
224074.07407407407,192.22,0,16.3,1.539,0.618
73981.48148148147,69.4,0,16.72,7.914,14.368
171203.70370370368,111.48,0,32.78,1.531,4.596
234259.25925925924,103.4,1,31.02,1.913,9.979
222036.1111111111,129.23,1,38.77,1.83,2.517
226296.2962962963,112.13,1,28.76,1.257,9.102
139722.22222222222,160.54,0,48.16,2.737,11.763
198148.14814814815,94.95,1,27.65,1.482,4.004
138888.88888888888,133.78,0,40.13,7.419,4.966
132407.4074074074,151.62,0,45.49,4.493,8.961
127314.8148148148,124.86,0,22.83,2.008,14.89
115648.14814814815,110.37,1,30.32,3.23,4.703
132407.4074074074,106.28,0,31.88,4.926,11.391
249999.99999999997,151.34,0,45.04,0.57,8.549
178240.74074074073,86.96,1,26.09,1.967,14.822
182870.37037037036,128.3,0,32.36,2.79,4.84
119444.44444444444,80.27,0,24.08,4.448,12.867
111018.51851851851,89.65,0,23.08,4.96,1.426
123981.48148148147,71.35,0,21.4,4.935,14.155
159259.25925925924,108.51,1,21.85,4.609,1.695
118055.55555555555,91.04,0,26.34,2.049,5.597
134259.25925925924,90.95,1,27.29,2.686,4.165
114814.8148148148,52.12,1,15.64,1.521,4.918
122222.22222222222,98.2,0,29.46,4.073,13.343
171296.2962962963,124.21,0,37.26,1.455,3.951
143518.5185185185,64.66,1,19.4,1.673,9.15
107870.37037037036,79.71,0,23.91,4.345,9.417
251851.85185185182,143.26,1,37.07,2.377,1.059
143518.5185185185,74.69,1,22.41,2.734,11.707
221296.2962962963,167.23,0,50.17,0.482,14.531
198981.48148148146,76.55,1,22.77,1.108,8.269
165648.14814814815,72.74,1,21.82,1.851,1.8
148148.14814814815,90.67,1,20.29,3.05,5.225
124999.99999999999,102.01,0,30.6,4.768,9.058
35092.59259259259,55.74,1,16.72,9.123,14.496
129629.62962962962,101.73,0,16.39,2.873,11.471
124999.99999999999,66.89,1,20.07,5.664,5.011
160185.18518518517,70.98,1,21.29,1.063,2.972
92129.62962962962,85.28,0,25.59,2.736,11.254
168518.5185185185,132.67,0,39.8,1.909,7.886
155092.59259259258,105.54,1,20.29,1.302,1.982
152777.77777777778,62.52,1,18.76,1.408,12.411
79166.66666666666,80.73,0,12.26,5.419,5.332
185092.59259259258,115.29,0,34.59,1.946,11.69
101851.85185185184,83.06,0,24.92,5.913,11.732
128703.7037037037,104.14,0,31.24,3.985,11.577
165185.18518518517,92.81,0,26.31,1.097,4.446
311111.11111111107,118.54,1,34.14,0.944,7.876
148050.92592592593,117.62,0,35.28,1.136,13.471
236944.44444444444,106.75,1,31.44,0.727,4.966
116666.66666666666,120.96,1,0.0,4.341,2.27
115740.74074074073,108.14,0,32.44,4.486,1.777
108333.33333333333,93.0,1,13.52,2.919,11.266
365918.5185185185,180.23,0,53.79,0.326,7.806
180555.55555555553,103.87,1,23.63,2.613,11.081
182407.4074074074,72.28,1,21.46,1.155,14.024
322222.2222222222,130.71,1,38.91,0.707,9.08
155555.55555555553,85.1,1,25.53,0.55,13.278
173148.14814814815,94.76,1,22.91,2.234,13.358
161018.5185185185,69.68,1,20.9,2.112,10.632
312500.0,159.61,0,47.38,0.195,1.8
112592.59259259258,71.91,1,20.82,5.098,10.539
126388.88888888888,97.55,0,29.26,3.741,9.503
171296.2962962963,133.97,0,40.19,2.165,0.611
84259.25925925926,100.06,0,28.07,9.901,14.928
190740.74074074073,112.23,0,33.08,1.855,1.684
75925.92592592593,87.7,0,0.0,8.199,13.599
79629.62962962962,64.2,0,19.26,4.371,14.107
214814.8148148148,146.23,0,43.87,0.772,2.077
126763.88888888888,156.08,0,46.82,4.956,10.728
167592.59259259258,139.73,0,37.51,1.359,9.066
138796.2962962963,91.51,0,27.45,3.796,4.475
151388.88888888888,153.94,0,46.18,1.785,1.994
81481.48148148147,50.73,1,15.22,5.366,10.032
222222.22222222222,158.86,0,47.66,1.848,8.214
94444.44444444444,93.65,0,28.09,3.909,4.733
124999.99999999999,66.89,1,20.07,4.326,9.146
92592.59259259258,154.59,0,0.0,4.283,9.512
152777.77777777778,83.61,1,16.78,2.396,11.236
78703.7037037037,94.95,0,28.48,3.043,11.181
110370.37037037036,100.52,0,30.16,2.68,14.197
210185.18518518517,75.25,1,22.58,0.622,2.207
187962.96296296295,139.73,0,41.92,1.126,7.718
173611.1111111111,126.35,0,34.0,0.782,6.472
148148.14814814815,74.51,1,10.7,1.069,12.096
197675.92592592593,139.91,0,37.96,1.765,4.151
162962.96296296295,105.17,0,31.55,5.621,5.452
179629.6296296296,113.34,0,33.42,1.216,4.922
80555.55555555555,84.73,1,25.42,4.739,5.421
176851.85185185185,139.73,0,37.51,1.329,14.127
265740.74074074073,269.23,0,43.62,0.574,13.385
104166.66666666666,81.94,0,24.58,4.801,14.692
155092.59259259258,117.43,0,35.34,3.006,10.699
271367.5925925926,152.92,0,45.65,0.929,7.199
97222.22222222222,89.93,1,21.4,3.289,12.157
109259.25925925926,62.43,1,18.73,1.695,9.842
148148.14814814815,88.07,1,19.12,3.501,7.286
182407.4074074074,156.73,1,22.97,1.174,6.133
287037.037037037,125.6,1,37.29,0.831,13.243
212962.96296296295,153.66,0,46.1,1.026,14.991
110879.62962962962,88.63,0,25.64,3.03,10.509
77777.77777777777,78.5,0,0.0,7.37,11.467
292129.6296296296,150.5,0,45.15,0.271,10.695
265740.74074074073,98.01,1,29.4,0.662,12.267
89814.8148148148,74.14,1,15.22,5.523,9.013
74074.07407407407,58.53,0,17.56,5.157,14.249
143518.5185185185,167.5,0,31.61,4.483,3.646
160185.18518518517,74.32,1,22.3,2.289,11.294
181481.48148148146,121.33,0,36.4,2.618,7.741
242851.85185185182,142.33,1,41.11,1.476,5.46
257407.4074074074,234.49,0,70.35,0.889,1.693
129259.25925925926,161.0,0,0.0,9.026,1.636
515352.77777777775,185.06,1,55.52,0.233,13.665
134259.25925925924,91.97,0,27.59,4.008,12.122
106481.48148148147,164.53,0,0.0,4.891,3.136
78611.11111111111,86.4,0,0.0,5.13,13.424
163412.03703703702,120.96,0,36.29,1.783,5.841
185315.74074074073,122.26,0,36.68,1.867,11.175
152777.77777777778,104.7,1,22.74,2.282,12.136
133796.2962962963,141.77,0,33.89,3.916,12.346
236111.1111111111,101.36,1,29.68,0.982,11.538
166666.66666666666,141.49,0,33.25,1.591,6.711
172083.3333333333,126.72,0,38.02,1.479,6.313
229629.6296296296,90.95,1,27.12,1.402,8.072
310185.18518518517,104.98,1,30.77,0.406,2.594
203703.70370370368,101.82,1,23.8,2.235,14.73
197685.18518518517,124.3,0,37.29,0.955,8.093
75000.0,83.06,0,24.92,8.147,9.684
83333.33333333333,132.11,1,18.45,3.162,8.952
102314.8148148148,102.47,0,30.74,2.412,12.504
142592.59259259258,107.21,0,32.16,3.131,10.845
303703.7037037037,121.33,1,36.4,1.275,14.427
164814.8148148148,74.23,1,22.27,2.45,14.911
155462.96296296295,74.14,1,21.74,2.323,7.158
140185.18518518517,119.94,1,26.25,1.988,7.313
124999.99999999999,82.96,0,23.55,4.989,14.879
124999.99999999999,97.36,0,29.21,4.061,12.072
142592.59259259258,77.02,1,20.26,2.181,2.516
84722.22222222222,93.09,1,22.58,4.211,14.038
147685.18518518517,64.85,1,19.23,1.649,13.19
179629.6296296296,115.2,0,34.56,1.702,5.368
203240.74074074073,89.19,1,22.3,1.853,5.853
