valor,area,dist_playa,dist_mercado,piscina
2499.0,180,0.062,0.181,1
3031.5,391,2.242,0.427,1
190.0,51,5.174,0.442,1
1580.0,105,2.489,0.279,1
2100.0,107,0.034,0.069,0
360.0,70,1.758,0.793,0
395.0,60,6.256,0.541,0
310.0,67,7.118,0.191,0
12000.0,410,0.087,0.735,0
660.0,112,6.523,0.156,0
240.0,47,7.086,0.812,0
630.0,98,1.246,0.294,0
709.99,142,1.657,0.378,0
1490.0,105,0.166,0.72,1
150.0,60,12.489,0.142,0
550.0,69,8.478,0.582,0
675.0,76,0.961,0.734,0
350.0,60,5.558,0.596,1
2350.0,230,0.137,0.497,1
1100.0,84,0.325,0.157,1
480.0,70,0.248,0.586,0
1250.0,123,1.624,0.713,1
1395.0,105,0.235,0.015,1
370.0,97,5.957,0.099,0
2200.0,153,0.2,0.983,0
359.0,60,6.586,0.476,0
1550.0,160,3.064,0.523,1
3499.0,200,0.132,0.139,0
1700.0,320,0.196,0.836,1
1280.0,81,1.123,0.891,1
2280.0,154,2.26,0.148,1
270.0,60,12.615,0.026,0
350.0,65,6.585,0.25,0
1200.0,90,1.038,0.137,1
450.0,37,0.327,0.436,0
5800.0,260,1.761,0.126,1
4500.0,289,0.056,0.763,1
1200.0,260,5.36,0.888,0
313.0,55,3.965,0.594,0
690.0,90,6.544,0.838,0
294.9,61,9.821,0.479,1
400.0,61,4.484,0.145,1
495.0,76,8.608,0.803,0
1880.0,110,0.343,0.89,1
950.0,141,1.084,0.516,1
1250.0,115,0.512,0.007,1
610.0,118,0.47,0.855,1
210.0,56,9.964,0.896,0
3180.0,153,0.719,0.628,0
1050.0,138,0.56,0.615,1
1633.5,144,2.266,0.2,0
695.0,69,0.326,0.64,0
435.0,81,7.62,0.136,0
200.0,55,7.23,0.463,0
300.0,16,0.17,0.793,1
558.0,53,0.278,0.343,1
225.0,60,5.815,0.63,0
620.0,109,6.277,0.781,0
800.0,178,7.681,0.732,0
545.0,39,0.382,0.606,0
480.0,80,1.016,0.409,0
215.0,23,1.646,0.831,0
750.0,110,0.991,0.798,0
2800.0,154,0.199,0.161,1
249.0,55,8.074,0.388,0
720.0,115,4.358,0.558,0
220.0,85,5.926,0.989,1
1490.0,201,0.565,0.11,1
598.0,83,5.92,0.185,0
570.0,83,0.974,0.42,1
525.0,59,6.138,0.817,0
430.0,61,7.538,0.321,1
140.0,60,6.506,0.027,0
1900.0,190,0.353,0.954,1
360.0,95,6.457,0.193,0
510.0,80,4.55,0.906,0
840.0,110,2.587,0.373,1
599.0,86,8.067,0.598,0
620.0,153,4.579,0.645,0
800.0,41,0.704,0.107,0
499.0,109,9.615,0.526,1
2600.0,235,2.539,0.024,1
1260.0,188,1.105,0.242,1
1690.0,120,0.304,0.456,0
239.0,60,11.962,0.757,0
1990.0,86,0.614,0.054,0
5900.0,256,0.333,0.467,1
2890.0,443,1.554,0.807,0
605.0,35,0.108,0.921,0
600.0,128,4.059,0.746,0
319.0,60,7.61,0.405,0
490.0,90,7.449,0.967,0
680.0,137,6.42,0.688,1
530.0,67,1.787,0.511,0
1050.0,95,0.993,0.428,0
1200.0,85,0.404,0.98,0
635.0,80,0.326,0.549,1
7900.0,170,0.0,0.786,1
1060.0,150,5.126,0.631,1
75.0,46,12.493,0.098,0
400.0,45,0.991,0.247,0
481.0,39,0.467,0.572,0
1200.0,85,2.234,0.837,1
420.0,100,0.995,0.187,0
1260.0,120,0.232,0.493,1
2400.0,153,1.074,0.886,1
2490.0,120,0.118,0.998,0
550.0,70,1.564,0.634,0
1800.0,101,1.044,0.064,1
588.0,90,4.402,0.541,0
1050.0,178,2.12,0.793,1
925.0,90,0.284,0.37,1
1380.0,104,1.031,0.167,1
1459.0,146,2.112,0.647,1
260.0,48,6.737,0.102,0
580.0,150,4.579,0.017,0
2500.0,180,0.178,0.654,1
200.0,45,6.967,0.76,0
359.0,53,3.355,0.84,0
1100.0,80,0.131,0.762,1
400.0,62,6.678,0.705,1
650.0,50,0.523,0.186,0
1000.0,135,1.043,0.455,1
1980.0,117,0.013,0.925,0
1150.0,110,0.841,0.086,1
300.0,79,7.08,0.583,0
2500.0,184,0.049,0.012,0
820.0,110,4.986,0.168,1
380.0,65,8.936,0.169,0
2000.0,80,0.11,0.803,1
315.0,76,7.602,0.889,0
385.0,67,7.152,0.568,0
1290.0,128,2.186,0.182,0
540.0,34,0.792,0.457,0
560.0,94,6.585,0.356,0
2000.0,286,0.798,0.319,1
685.0,136,2.286,0.756,0
1740.0,161,0.131,0.863,1
2100.0,270,0.445,0.749,1
1050.0,94,0.993,0.339,1
178.0,54,14.764,0.098,0
4500.0,210,1.099,0.097,1
5950.0,245,0.365,0.609,1
3180.0,333,1.641,0.676,1
1500.0,159,0.211,0.25,0
300.0,42,6.39,0.17,1
900.0,105,0.191,0.991,0
620.0,75,1.758,0.678,1
305.0,70,8.245,0.582,0
1489.0,110,0.226,0.967,0
2200.0,200,1.079,0.274,1
289.0,64,9.647,0.727,1
610.0,43,0.545,0.808,0
630.0,98,0.78,0.928,1
420.0,39,0.839,0.728,0
3800.0,195,2.607,0.727,1
840.0,119,0.8,0.602,1
5200.0,240,0.1,0.446,1
120.0,50,11.318,0.357,0
599.0,163,4.191,0.612,0
2350.0,120,0.255,0.603,1
745.0,70,0.902,0.503,1
240.0,50,8.214,0.739,0
350.0,72,7.672,0.056,0
550.0,60,0.771,0.314,1
280.0,40,6.376,0.976,0
1480.0,110,0.743,0.444,1
755.0,72,0.106,0.021,1
450.0,40,1.385,0.96,0
1800.0,122,1.835,0.877,1
460.0,89,5.823,0.242,0
249.0,60,5.706,0.009,1
3200.0,250,0.087,0.455,1
485.0,84,2.296,0.784,1
630.0,64,6.377,0.853,0
350.0,70,7.195,0.398,1
2000.0,110,1.956,0.558,1
530.0,88,8.22,0.367,0
399.0,68,3.123,0.972,1
480.0,57,0.732,0.292,0
2200.0,222,0.792,0.892,1
895.0,125,6.369,0.229,1
420.0,90,6.853,0.969,0
1500.0,139,0.379,0.179,0
1395.0,105,0.235,0.768,1
630.0,68,0.841,0.331,0
400.0,75,3.965,0.774,0
2500.0,320,0.188,0.625,0
1450.0,95,0.816,0.545,1
1300.0,160,0.397,0.203,1
420.0,80,5.106,0.941,0
340.0,43,1.939,0.95,0
490.0,48,0.157,0.184,0
800.0,75,0.874,0.089,1
1050.0,107,6.144,0.5,1
875.0,48,0.194,0.509,1
2350.0,92,0.105,0.275,0
1280.0,264,0.858,0.858,1
850.0,85,1.696,0.906,0
1790.0,130,1.985,0.859,1
1950.0,82,0.513,0.544,1
2150.0,206,0.39,0.302,1
2000.0,154,1.682,0.629,1
470.0,59,7.498,0.56,1
314.0,59,5.493,0.508,0
340.0,76,7.91,0.488,0
1800.0,102,1.279,0.869,1
230.0,30,6.743,0.156,0
3000.0,120,0.201,0.538,1
3850.0,190,1.554,0.418,1
3950.0,154,0.074,0.373,1
1210.0,125,6.011,0.372,1
8600.0,289,2.569,0.846,1
1600.0,100,0.108,0.16,1
1270.0,93,1.116,0.698,1
950.0,81,0.06,0.231,1
340.0,56,7.426,0.185,0
1990.0,127,0.62,0.584,1
280.0,70,6.229,0.923,0
285.0,86,7.666,0.713,0
1200.0,208,7.722,0.013,1
703.5,121,3.114,0.435,0
1900.0,103,0.248,0.77,0
950.0,177,6.687,0.274,1
300.0,72,5.418,0.92,0
1800.0,166,0.674,0.6,1
1195.0,112,0.172,0.342,1
2150.0,200,0.834,0.524,1
850.0,149,7.286,0.864,1
185.0,46,5.133,0.716,0
600.0,68,0.266,0.725,0
590.0,120,0.97,0.924,0
1140.0,210,1.203,0.852,1
725.0,150,8.164,0.764,1
434.0,70,2.786,0.664,0
1050.0,115,5.527,0.475,1
950.0,110,5.273,0.146,0
4700.0,352,0.043,0.014,1
2800.0,240,0.231,0.433,1
3700.0,140,0.444,0.818,1
2000.0,258,1.571,0.03,1
780.0,81,6.168,0.904,0
265.0,60,6.287,0.742,0
730.0,45,0.554,0.344,0
890.0,151,4.967,0.121,0
540.0,40,1.946,0.809,0
1800.0,155,7.118,0.418,0
275.0,34,2.771,0.787,0
800.0,80,0.991,0.445,0
4500.0,280,0.644,0.273,0
900.0,164,0.31,0.652,1
330.0,42,2.018,0.769,1
250.0,68,6.781,0.911,1
3300.0,150,0.091,0.259,1
330.0,38,2.116,0.902,0
570.0,64,5.263,0.306,0
25000.0,750,0.067,0.016,1
450.0,70,7.252,0.674,0
1300.0,172,4.437,0.845,0
880.0,78,0.428,0.519,1
1580.0,251,0.054,0.36,1
390.0,62,8.071,0.434,0
1350.0,374,0.753,0.731,1
580.0,58,0.277,0.666,0
299.0,40,6.346,0.592,0
380.0,59,8.23,0.622,0
690.0,79,5.232,0.719,1
1980.0,182,0.221,0.963,1
2800.0,168,0.065,0.075,0
1389.0,150,0.066,0.31,1
2089.0,182,0.397,0.456,1
1300.0,71,1.069,0.187,1
750.0,120,1.056,0.247,1
4700.0,212,0.567,0.578,1
1019.0,75,0.411,0.948,1
1300.0,98,0.099,0.649,0
400.0,69,4.179,0.172,0
900.0,109,4.803,0.838,1
2100.0,214,0.903,0.999,1
750.0,100,0.176,0.891,0
260.0,59,8.396,0.426,0
1800.0,90,0.682,0.204,0
1890.0,172,0.0,0.298,1
1500.0,145,5.899,0.41,1
2550.0,227,0.195,0.693,0
4600.0,300,0.058,0.496,1
3849.0,282,1.692,0.413,1
174.9,58,3.694,0.56,0
2688.0,280,0.182,0.497,1
1100.0,120,5.686,0.177,1
285.0,49,7.808,0.515,0
2300.0,297,0.081,0.437,1
600.0,85,1.39,0.093,0
1180.0,97,1.247,0.696,1
669.0,109,0.244,0.13,1
900.0,95,0.469,0.436,1
630.0,93,1.01,0.885,0
975.0,120,1.794,0.538,1
499.95,82,0.175,0.936,1
650.0,44,0.199,0.74,0
1800.0,108,1.816,0.655,1
230.0,55,5.184,0.548,0
350.0,53,5.677,0.194,0
611.0,93,4.725,0.801,0
1300.0,185,0.392,0.436,1
1400.0,150,0.066,0.436,0
1365.0,110,1.821,0.295,1
480.0,78,1.733,0.337,1
2700.0,196,0.556,0.334,0
254.0,60,7.719,0.613,1
3600.0,232,2.788,0.067,0
780.0,80,0.501,0.992,0
750.0,147,1.078,0.221,0
380.0,48,1.933,0.249,0
3300.0,200,0.074,0.752,1
1630.0,65,0.158,0.22,1
2099.0,90,0.612,0.905,1
250.0,67,8.946,0.053,0
860.0,130,0.433,0.113,1
690.0,60,0.124,0.664,0
849.0,43,0.348,0.777,1
1200.0,136,1.13,0.878,1
1580.0,127,0.043,0.122,1
1750.0,139,0.541,0.963,1
600.0,87,4.455,0.975,0
1300.2,108,1.851,0.328,1
13000.0,1147,0.081,0.704,0
1750.0,214,0.92,0.616,1
300.0,54,5.647,0.401,0
430.0,64,7.467,0.771,1
1950.0,85,0.596,0.686,1
460.0,80,4.886,0.579,0
4200.0,170,1.443,0.686,1
650.0,70,2.777,0.073,0
14000.0,350,0.025,0.219,1
450.0,60,0.444,0.071,0
6900.0,296,0.001,0.573,0
1200.0,75,0.243,0.375,1
690.0,80,1.234,0.947,0
260.0,38,2.015,0.525,0
354.0,65,7.384,0.496,0
434.9,71,4.968,0.816,0
480.0,52,8.608,0.857,0
749.9,70,0.808,0.26,0
300.0,77,7.437,0.02,1
1990.0,110,1.123,0.867,1
319.0,60,1.554,0.953,1
1350.0,94,2.316,0.012,1
1000.0,140,6.698,0.233,0
1680.0,140,17.172,0.282,1
699.99,143,1.938,0.157,0
780.0,100,0.804,0.012,0
200.0,47,5.324,0.008,0
850.0,75,0.212,0.52,1
1500.0,205,0.191,0.455,1
3899.0,280,0.325,0.025,1
1195.0,200,1.557,0.681,1
1000.0,107,0.17,0.287,1
290.0,54,9.454,0.831,1
290.0,90,6.454,0.096,0
348.0,23,0.606,0.77,0
800.0,127,7.629,0.931,0
190.0,30,1.607,0.062,0
550.0,89,0.274,0.313,0
540.0,87,1.112,0.505,0
4340.9,172,0.447,0.053,0
250.0,57,10.927,0.002,0
620.0,70,1.652,0.61,0
1280.0,130,0.362,0.971,1
589.99,79,6.846,0.534,1
225.0,48,6.707,0.892,0
2100.0,205,1.484,0.201,1
1990.0,203,0.565,0.882,1
680.0,52,1.949,0.719,0
480.0,71,5.004,0.78,0
286.0,73,9.192,0.723,0
1350.0,120,0.236,0.845,1
310.0,71,1.01,0.362,1
550.0,40,0.408,0.479,0
1150.0,365,7.986,0.722,1
3700.0,255,1.815,0.923,1
290.0,58,8.254,0.276,0
2801.4,179,1.991,0.039,0
899.99,148,4.35,0.963,1
1240.0,97,1.267,0.522,1
699.0,178,8.433,0.425,1
1750.0,170,0.111,0.266,1
10900.0,304,0.077,0.35,1
285.0,50,7.903,0.53,0
460.0,70,5.599,0.549,1
820.0,90,0.785,0.987,1
1250.0,80,1.244,0.143,1
3600.0,292,1.641,0.349,1
1650.0,74,2.239,0.702,1
399.0,66,5.825,0.097,0
520.0,80,6.171,0.021,0
549.0,82,1.279,0.86,0
3700.0,180,0.654,0.306,1
230.0,88,5.079,0.129,0
12200.0,479,0.08,0.994,1
2050.0,186,0.19,0.624,1
2350.0,106,0.323,0.306,0
1500.0,78,0.373,0.189,0
3000.0,330,0.562,0.478,1
630.0,102,4.68,0.616,0
149.9,70,12.561,0.98,0
360.0,63,5.512,0.935,0
530.0,30,0.413,0.677,0
550.0,94,8.146,0.874,0
2650.0,98,0.168,0.749,1
2690.0,350,0.562,0.846,1
1400.0,145,2.188,0.704,1
965.0,169,6.763,0.877,1
1050.0,128,0.491,0.997,0
1300.0,173,4.63,0.003,0
2700.0,146,0.412,0.38,1
1380.0,300,7.973,0.826,1
315.0,61,2.406,0.42,0
370.0,77,3.679,0.363,0
1680.0,116,0.313,0.546,1
400.0,72,4.485,0.366,1
1500.0,200,4.702,0.151,1
5129.0,381,1.483,0.004,0
270.0,65,1.297,0.347,0
318.0,72,1.554,0.121,0
447.0,77,4.619,0.318,0
1109.0,110,1.126,0.49,1
1150.0,110,2.234,0.931,0
230.0,51,7.808,0.335,0
2100.0,126,1.346,0.844,1
1250.0,60,0.313,0.259,1
3100.0,150,0.648,0.747,1
180.0,50,6.445,0.976,0
3345.1,244,0.528,0.097,1
1690.0,120,1.169,0.296,1
495.0,85,7.969,0.323,0
2950.0,180,2.781,0.495,1
1990.0,312,0.815,0.24,0
1990.0,230,0.263,0.23,0
2180.0,309,3.295,0.839,1
440.0,68,4.536,0.657,0
585.0,100,5.973,0.863,0
745.0,48,0.285,0.721,0
1700.0,171,0.784,0.046,1
1200.0,100,6.258,0.039,1
535.0,82,6.127,0.225,0
1045.0,120,0.295,0.364,0
250.0,50,5.946,0.428,0
1350.0,200,6.083,0.654,1
390.0,33,6.351,0.699,0
1100.0,95,0.521,0.179,1
2700.0,255,0.275,0.378,0
1490.0,90,0.318,0.888,1
2750.0,231,2.235,0.547,1
1530.0,120,0.21,0.199,1
490.0,65,6.619,0.827,0
1180.0,79,0.791,0.544,1
340.0,47,1.76,0.708,0
1000.0,136,5.979,0.124,1
5980.0,249,0.227,0.416,0
3200.0,270,0.036,0.104,1
162.09,56,15.035,0.481,0
220.0,60,3.694,0.672,1
5800.0,435,1.641,0.163,1
535.0,85,6.5,0.713,0
6500.0,741,0.384,0.151,1
480.0,74,6.571,0.673,0
5500.0,290,0.0,0.628,0
695.0,67,0.303,0.18,0
2250.0,241,0.276,0.533,1
1300.0,156,3.065,0.094,0
669.0,76,2.134,0.41,1
105.0,55,9.237,0.038,0
329.0,58,8.132,0.565,1
420.0,55,6.889,0.118,0
950.0,87,5.164,0.661,0
1625.0,135,0.946,0.777,1
235.0,56,12.416,0.2,0
1170.0,111,2.26,0.313,1
1700.0,96,2.131,0.679,1
800.0,132,7.389,0.226,0
735.0,91,2.666,0.069,0
470.0,61,7.926,0.716,1
1635.0,160,2.374,0.227,1
420.0,100,3.852,0.179,0
310.0,67,8.074,0.208,0
2900.0,136,0.0,0.596,1
865.0,111,1.193,0.087,0
240.0,53,8.133,0.455,0
2300.0,169,0.667,0.068,1
4000.0,150,0.041,0.863,1
850.0,77,1.094,0.4,1
415.0,74,6.557,0.75,0
1200.0,105,0.288,0.059,1
3500.0,312,1.711,0.145,1
440.0,84,7.745,0.347,0
840.0,100,0.91,0.299,1
800.0,87,0.892,0.508,1
400.0,73,4.083,0.177,0
730.0,132,8.187,0.253,1
1395.0,90,2.46,0.279,1
409.0,77,6.095,0.108,0
670.0,85,5.048,0.379,0
1490.0,135,0.479,0.092,1
370.0,63,3.875,0.608,1
850.0,206,1.044,0.849,1
1480.0,105,0.874,0.112,1
135.0,50,12.118,0.866,0
285.0,56,1.767,0.048,0
2000.0,180,0.553,0.098,1
1260.0,110,0.522,0.036,1
270.0,65,5.426,0.017,0
995.0,121,4.758,0.406,1
1100.0,235,0.162,0.524,1
1960.0,138,0.286,0.673,0
945.0,77,0.246,0.826,1
495.0,63,6.614,0.006,1
530.0,65,4.071,0.524,0
1300.0,125,0.842,0.754,1
1000.0,314,9.114,0.635,1
1500.0,134,0.713,0.249,0
266.0,65,8.8,0.911,1
1799.0,140,0.003,0.688,1
580.0,65,4.596,0.644,0
4200.0,267,0.015,0.723,1
2200.0,210,0.92,0.71,1
415.0,35,0.348,0.867,0
835.0,77,0.474,0.753,1
240.0,65,6.97,0.742,0
570.0,40,0.285,0.098,0
830.0,96,1.049,0.417,1
1100.0,127,0.226,0.099,1
690.0,95,8.819,0.023,0
745.0,80,0.0,0.983,0
1600.0,400,0.62,0.631,1
2200.0,140,0.512,0.608,1
608.0,90,2.878,0.942,0
9500.0,395,0.282,0.044,1
2500.0,247,1.325,0.641,1
2900.0,380,0.615,0.109,1
1999.0,170,0.086,0.726,0
417.99,75,2.785,0.852,0
900.0,110,1.19,0.74,1
749.0,59,0.388,0.37,0
930.0,112,4.893,0.94,1
3000.0,250,0.017,0.514,1
415.0,67,2.058,0.212,0
2300.0,121,0.262,0.915,1
1239.0,119,1.126,0.858,1
3400.0,256,0.069,0.129,0
2900.0,280,1.525,0.402,0
240.0,54,6.114,0.396,0
1250.0,150,0.644,0.63,1
2430.0,130,0.039,0.499,1
350.0,60,4.451,0.103,0
220.0,48,7.873,0.436,1
2300.0,250,0.175,0.04,1
1150.0,116,0.25,0.694,1
530.0,78,1.094,0.068,1
1500.0,180,2.317,0.715,1
525.0,140,1.163,0.147,0
850.0,105,0.337,0.699,1
240.0,53,5.092,0.436,0
1500.0,185,0.132,0.237,1
1350.0,135,1.901,0.613,1
172.0,50,0.46,0.657,0
3200.0,230,0.067,0.45,0
710.0,164,4.455,0.783,0
429.0,69,2.057,0.028,1
650.0,50,2.654,0.559,0
160.0,45,8.393,0.094,0
750.0,100,4.864,0.937,0
590.0,95,5.275,0.32,0
790.0,110,6.728,0.726,1
900.0,120,0.129,0.598,1
1690.0,150,1.598,0.322,0
190.0,70,7.754,0.65,1
1950.0,138,0.148,0.097,1
485.0,108,7.159,0.514,1
700.0,74,0.75,0.7,0
469.0,81,2.545,0.641,0
1279.0,91,0.5,0.614,1
345.0,65,6.676,0.357,0
397.0,72,2.729,0.534,0
4700.0,260,0.456,0.023,0
4500.0,220,0.047,0.227,1
3900.0,140,0.402,0.48,1
950.0,98,1.473,0.106,1
4800.0,175,0.148,0.693,1
399.0,72,6.095,0.222,1
1200.0,178,0.564,0.243,0
1550.0,147,5.901,0.773,1
960.0,50,0.271,0.196,1
160.0,95,8.784,0.868,1
1080.0,95,0.146,0.492,0
4500.0,270,0.0,0.837,1
1850.0,215,0.426,0.081,1
165.0,45,12.608,0.704,1
200.0,50,3.739,0.779,0
420.0,70,2.057,0.607,0
440.0,76,5.654,0.095,0
990.0,110,1.559,0.159,1
6300.0,220,0.089,0.385,1
1080.0,98,2.051,0.277,0
1500.0,140,0.413,0.684,1
2800.0,170,0.0,0.669,1
1090.0,100,0.258,0.851,1
585.0,101,1.866,0.205,0
495.0,21,1.098,0.08,0
521.0,73,7.029,0.089,0
367.9,65,7.345,0.533,0
1100.0,224,0.199,0.517,0
185.0,48,6.304,0.305,0
1850.0,110,2.51,0.338,1
1850.0,169,1.734,0.539,0
1800.0,272,6.48,0.905,1
220.0,60,8.794,0.234,0
440.0,62,0.913,0.797,1
869.0,91,1.53,0.888,1
250.0,50,6.711,0.563,0
11000.0,481,0.0,0.815,1
620.0,75,0.746,0.631,1
340.0,45,1.057,0.066,0
529.99,68,1.141,0.414,0
220.0,70,5.706,0.34,0
2450.0,150,0.259,0.787,1
630.0,60,1.145,0.748,0
3000.0,83,0.071,0.379,1
899.0,75,0.749,0.486,1
1090.0,70,0.437,0.19,1
295.5,75,9.562,0.349,0
1250.0,115,0.056,0.89,1
980.0,180,0.631,0.543,0
8500.0,355,0.104,0.329,1
750.0,57,0.233,0.118,0
450.0,95,1.486,0.567,0
390.0,66,6.234,0.182,0
290.0,42,9.98,0.718,0
2200.0,180,0.284,0.466,1
4500.0,150,0.662,0.629,1
1980.0,180,0.643,0.274,1
4000.0,140,1.554,0.158,1
3290.0,152,0.354,0.498,0
1550.0,150,0.623,0.21,1
1450.0,91,0.627,0.475,1
500.0,67,6.118,0.21,0
2680.0,186,0.078,0.377,1
500.0,69,4.671,0.576,0
280.0,60,6.446,0.947,1
400.0,70,7.56,0.5,0
170.0,52,6.149,0.132,0
725.0,83,0.474,0.444,0
3100.0,146,0.32,0.835,1
1890.0,165,1.348,0.163,1
1050.0,63,0.46,0.14,1
450.0,57,1.037,0.898,0
475.0,69,7.523,0.923,0
2050.0,105,0.358,0.583,1
1330.0,110,0.681,0.239,1
179.76,45,5.755,0.827,1
625.0,86,0.229,0.205,0
500.0,78,6.459,0.107,1
650.0,90,1.164,0.381,0
2165.0,120,0.1,0.187,0
695.0,90,6.12,0.413,0
230.0,70,10.742,0.457,0
3679.0,245,0.377,0.138,1
9950.0,390,0.443,0.97,1
342.0,65,8.304,0.572,1
1040.0,139,0.563,0.164,0
730.0,93,8.568,0.773,1
980.0,60,0.714,0.164,1
1680.0,127,0.008,0.504,0
414.0,68,2.673,0.972,0
800.0,87,0.406,0.495,0
700.0,100,5.578,0.75,0
2500.0,120,0.436,0.56,1
135.0,45,14.13,0.14,1
180.0,67,1.063,0.795,0
2100.0,350,7.476,0.341,1
7000.0,180,0.346,0.267,1
370.0,60,6.523,0.432,0
330.0,60,4.215,0.717,0
2400.0,180,1.97,0.778,1
179.0,65,6.895,0.105,0
8600.0,220,0.0,0.939,0
1200.0,190,0.464,0.476,1
820.0,58,1.569,0.641,0
950.0,118,0.618,0.533,1
260.0,46,8.133,0.225,0
660.0,114,5.591,0.053,0
4399.0,322,0.0,0.168,1
545.0,88,6.047,0.597,0
2300.0,190,1.853,0.922,1
1580.0,110,0.219,0.961,1
400.0,77,8.604,0.255,1
660.0,40,0.805,0.469,0
630.0,114,3.295,0.522,0
820.0,74,1.215,0.513,1
559.0,83,1.24,0.4,1
2100.0,100,0.106,0.605,1
2750.0,273,2.343,0.584,1
849.99,90,0.46,0.115,1
470.0,105,6.44,0.646,0
800.0,76,0.46,0.669,0
1915.92,189,2.242,0.503,1
900.0,103,2.113,0.943,1
530.0,74,5.4,0.026,1
980.0,93,1.121,0.958,1
175.0,36,10.713,0.773,0
945.0,180,0.436,0.431,1
2300.0,185,0.021,0.478,1
3000.0,251,2.28,0.697,1
770.0,103,0.479,0.052,1
3870.0,235,2.663,0.858,1
665.0,97,1.141,0.63,0
190.0,45,9.465,0.039,0
530.0,88,6.16,0.943,0
4200.0,348,0.105,0.251,1
415.0,70,5.742,0.149,0
420.0,70,7.913,0.126,0
2350.0,180,0.114,0.911,1
1050.0,113,1.668,0.808,1
690.0,98,4.215,0.669,0
345.0,63,2.765,0.227,0
2190.0,134,1.081,0.208,0
199.0,25,1.82,0.771,0
400.0,81,1.204,0.279,0
800.0,100,0.333,0.348,0
980.0,85,0.819,0.605,1
1850.0,92,0.294,0.771,1
1200.0,117,3.295,0.035,1
3800.0,281,0.289,0.464,1
165.0,50,5.302,0.326,1
950.0,142,0.243,0.205,0
1500.0,130,0.553,0.591,1
490.0,97,6.791,0.541,0
2100.0,160,0.316,0.433,1
580.0,82,4.328,0.941,0
900.0,75,0.108,0.239,1
790.0,74,0.261,0.063,1
649.0,150,7.368,0.174,0
295.0,60,7.662,0.822,0
490.0,99,5.94,0.548,0
850.0,82,0.957,0.603,1
550.0,60,1.216,0.263,0
320.0,64,2.894,0.655,0
1150.0,134,0.615,0.193,0
535.0,78,4.986,0.683,1
1280.0,105,0.634,0.808,0
1990.0,96,1.469,0.866,1
520.0,98,6.712,0.879,0
480.0,63,0.824,0.902,0
849.99,90,0.0,0.936,0
7000.0,241,0.0,0.94,1
300.0,40,1.224,0.162,0
990.0,90,1.055,0.797,1
249.0,50,6.92,0.635,0
1000.0,128,2.408,0.619,1
525.0,74,5.502,0.457,1
990.0,114,4.986,0.843,1
400.0,95,6.251,0.336,0
2680.0,190,0.223,0.117,1
940.0,110,4.624,0.532,1
1145.0,97,1.325,0.657,1
2100.0,360,0.176,0.535,1
536.0,76,4.619,0.584,0
950.0,118,4.328,0.193,1
1015.0,149,4.216,0.797,1
315.0,72,0.36,0.774,0
280.0,72,6.659,0.991,0
650.0,75,3.744,0.211,0
481.8,73,4.455,0.266,1
290.0,87,5.819,0.178,0
1950.0,164,0.338,0.068,1
1500.0,90,0.408,0.72,1
249.0,55,5.577,0.496,0
760.0,60,0.122,0.892,0
4600.0,280,0.241,0.737,1
390.0,60,0.405,0.334,0
510.0,75,5.164,0.889,0
1600.0,162,0.373,0.58,1
460.0,70,7.716,0.896,0
570.0,88,4.552,0.663,1
2000.0,177,1.111,0.88,1
290.0,68,5.79,0.305,0
235.0,50,5.214,0.103,0
370.0,83,1.571,0.407,1
2850.0,198,0.026,0.156,1
295.0,72,3.168,0.725,0
730.0,130,6.341,0.499,1
780.0,72,0.444,0.246,0
2000.0,208,0.58,0.901,1
285.0,65,5.493,0.988,0
850.0,214,5.937,0.59,1
900.0,37,0.016,0.69,0
470.0,27,0.548,0.901,1
1037.0,106,0.859,0.565,1
1100.0,88,0.044,0.112,1
560.0,80,3.871,0.151,0
12900.0,399,0.0,0.087,1
190.0,60,2.462,0.36,0
8800.0,240,0.0,0.493,1
260.0,34,1.711,0.324,0
3200.0,140,0.448,0.307,1
1115.0,110,2.44,0.171,1
550.0,70,6.188,0.777,0
500.0,96,7.985,0.136,0
620.0,100,6.014,0.046,0
550.0,83,1.536,0.057,0
1250.0,76,1.013,0.009,1
2800.0,154,0.199,0.078,1
550.0,65,0.0,0.081,0
670.0,77,6.31,0.268,1
600.0,64,2.09,0.145,1
750.0,190,6.272,0.598,0
520.0,42,0.522,0.714,1
1500.0,95,0.341,0.408,0
4000.0,150,0.054,0.347,1
600.0,58,0.356,0.002,0
2650.0,150,0.107,0.378,1
369.0,74,9.823,0.236,1
549.99,100,7.942,0.617,1
1500.0,70,0.218,0.732,1
2300.0,260,0.149,0.135,1
10000.0,260,0.077,0.347,0
700.0,64,0.835,0.696,0
2300.0,270,0.302,0.001,0
2900.0,115,0.18,0.239,1
945.0,98,1.473,0.009,1
1050.0,124,5.776,0.455,1
475.0,126,7.885,0.753,0
750.0,59,2.05,0.289,1
3000.0,270,0.275,0.24,0
4799.99,380,2.192,0.323,1
1300.0,156,3.064,0.27,1
2350.0,245,0.383,0.532,1
2350.0,127,0.013,0.565,1
1150.0,115,0.32,0.894,1
370.0,46,2.215,0.111,0
2949.0,260,1.635,0.543,1
1480.0,110,0.293,0.874,1
744.0,100,5.49,0.213,0
550.0,96,6.665,0.597,0
650.0,266,14.206,0.459,0
145.0,60,8.425,0.483,0
850.0,130,5.854,0.902,0
1044.0,90,2.343,0.378,1
1799.0,186,0.497,0.314,1
485.0,75,7.429,0.87,1
